"","Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"22963","LAG","27.7","TLW","IE",0,0,0,0,0,0,0,0,0,0,0,0.01
"22964","LAH","27.7","TLW","FR",8663.12,6994.17,7545.1,33347.18,17455.02,2670.86,2720.14,1277.2,1406.6,6714.2,6714.2,1490.9
"22965","LAU","27.7","TLW","FR",0.09,0.05,0,0.19,0,0,0,0,0,0,0,0
"22966","LAX","27.7","TLW","FO",0,0,5,80,0,0,0,0,0,0,0,0
"22967","LBE","27.7","TLW","BE",1.8,1.8,1.4,1.8,1,1,1.5,1.4,1.91,1.61,1.3,1
"22968","LBE","27.7","TLW","FR",511.22,448.23,442.01,515.75,427.48,456.64,684.62,740.1,334.7,283.93,309.63,252.6
"22969","LBE","27.7","TLW","GB",802.98,915.5,848.32,824.25,682.66,816.4,810.01,782,726.13,824.02,975.42,780
"22970","LBE","27.7","TLW","GG",95.276,104.527,117.2,358,305,338,333,305,245,230,227,59
"22971","LBE","27.7","TLW","IE",114.16,108.89,342.12,423.8,352.95,238.11,214.07,418.6,359.21,408.2,162.3,490
"22972","LBE","27.7","TLW","IM",748,59.416,61.11,33,45,64,49,47,38,44,38,32
"22973","LBE","27.7","TLW","JE",243,236.0808,256.898,236.731,226.286,249.196,268.232,225.54,177.052,162.642,154.745,116.58
"22974","LBE","27.7","TLW","NL",0.05,0,0,0,0,0,0,0,0,0,0,0
"22975","LEC","27.7","TLW","ES",0.09,0,0.07,0,0,0,0,0,0,0,0,0
"22976","LEC","27.7","TLW","PT",0.21,0,0,0,0,0,0,0,0,0,0,0
"22977","LEE","27.7","TLW","FR",0,0,0,0,0,0.05,0.7,0,0,0,0,0
"22978","LEF","27.7","TLW","ES",0,0,0,0,0,0,0.54,0,0,0,0,0
"22979","LEF","27.7","TLW","FR",0,0.48,0.01,0.09,0,0,0,0,0,0.01,0.01,0
"22980","LEM","27.7","TLW","BE",323.2,351.7,392.4,541.7,562.3,541.1,434.4,287,290.1,357.6,345.11,372.9
"22981","LEM","27.7","TLW","ES",93.59,65.96,53.27,34.78,56.2,181.52,2073.51,3054.2,3559.4,224,0,0.3
"22982","LEM","27.7","TLW","FR",824.19,806.74,763.88,963.53,938.69,954.24,928.94,729,871.4,644.4,846.81,886
"22983","LEM","27.7","TLW","GB",905.26,1218.45,1105.12,1587.9,1730.64,1789.5,858.5,1275.6,1296.72,673.03,839.85,929.05
"22984","LEM","27.7","TLW","IE",415.12,437.88,454.73,441.94,398.36,411.8,322.37,245,273,237.5,319.01,309.9
"22985","LEM","27.7","TLW","IM",2,0,0,0,0,0,0,0,0,0,0,0
"22986","LEM","27.7","TLW","JE",0,0,0,0.001,0,0.006,0,0,0,0,0,0.089
"22987","LEM","27.7","TLW","NL",7.97,8.8,10.7,14.5,28,26,20,9,9,3,1,0
"22988","LEZ","27.7","TLW","BE",346.4,289.3,242.2,166.8,520.7,605,326,268.3,204.71,162.6,194.81,98.4
"22989","LEZ","27.7","TLW","ES",2834.8,2926.17,2976.97,3227.35,4539.31,3627.78,3450.14,3353.8,4505.3,4562,3859.1,5578.3
"22990","LEZ","27.7","TLW","FR",3835.5,3732.01,1919.87,1694.43,1653.26,1094.13,978.03,835,846.2,1841.5,2137.8,2153.4
"22991","LEZ","27.7","TLW","GB",2675.43,2843.51,2944.62,2953.21,3066.99,2386.6,2420.23,2494.1,2351.42,1795.01,0,0
"22992","LEZ","27.7","TLW","IE",2512.22,2599.59,2442.06,2419,3054.94,3113.09,2233.68,2353.5,1930.5,1517.7,1749.8,1755.4
"22993","LHT","27.7","TLW","ES",0,0,0,0,0,0,0,0,26.5,6,33.5,15.7
"22994","LHT","27.7","TLW","IE",0.01,0,0,0,0,0,0,0,0,0,0,0
"22995","LIN","27.7","TLW","BE",21.1,39.2,31.4,80,51.7,62.2,41.3,25.1,22.6,54.6,43,31.1
"22996","LIN","27.7","TLW","DE",0.19,0,0,0.25,2.59,3.64,2.58,3,5.7,24.1,6.6,1
"22997","LIN","27.7","TLW","ES",895.19,755.54,804.23,862.16,891.74,869.53,600.02,436.5,637.7,470.01,421.5,1529.6
"22998","LIN","27.7","TLW","FR",507.56,662.07,747.97,1181.41,1222.32,977.74,889.51,808.2,886.4,974.2,1280.91,1237.6
"22999","LIN","27.7","TLW","GB",299.11,580.24,532.38,639.03,644.16,706.8,614.5,491.9,463.81,550.03,672.01,649.03
"23000","LIN","27.7","TLW","GG",0,0.259,0.7,1,1,2,2,2,2,2,4,4
"23001","LIN","27.7","TLW","IE",434.24,549.7,429.4,541.35,558.38,575.42,552.84,413.3,352.1,415.6,594.2,569.7
"23002","LIN","27.7","TLW","IM",1,0,0,0,0,0,0,0,0,0,0,0
"23003","LIN","27.7","TLW","JE",0,0.0381,0.184,0.331,0.374,0.572,0.478,0.209,0.015,0.149,0.176,0.192
"23004","LIN","27.7","TLW","NL",0.24,0.1,0.9,0.1,0,0,1,0,1,0,0,0
"23005","LIN","27.7","TLW","NO",0,5.7,0,0,0,230.43,0,0,0,0,27,147
"23006","LIO","27.7","TLW","FR",79.53,53,53.3,96.78,100.32,103.22,181.85,97.6,107.8,181.5,185.61,159.2
"23007","LIO","27.7","TLW","GB",199.26,200.61,201.75,156.63,153.88,211.2,231.9,214.7,265.7,284,0,0
"23008","LIO","27.7","TLW","IE",25.27,18.61,403.57,278.86,364.76,166.99,148.58,303,168.21,240.6,103.01,189.8
"23009","LIO","27.7","TLW","JE",0,0.218,0.24,0.297,0.319,0.203,0.251,0.646,0.185,0.198,0.119,1.557
"23010","LNZ","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,0.6
"23011","LNZ","27.7","TLW","FR",4.64,15.86,8.11,0,0.01,0.01,0.18,0,0,0,0,0
"23012","LOQ","27.7","TLW","FR",0,0,0,1.4,0.24,0,6.04,10.3,0,0.4,0.6,3.5
"23013","LOS","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,8.3,0
"23014","LOX","27.7","TLW","FR",0,0,0.19,0.03,0.07,0.34,3.02,0,0,0,0,0.2
"23015","LOY","27.7","TLW","FR",0.04,0.05,0.02,0.3,0.12,0.42,0,0,0,0,0,0
"23016","LQD","27.7","TLW","FR",28702.2,43674.59,7061.2,21624.77,47346.17,11157.54,38338.53,19570.6,16149.3,24152.4,24152.4,10829.1
"23017","LRL","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,0.1,0.1,0
"23018","LTA","27.7","TLW","FR",0,0,0.33,0,0,0,0,0,77.2,0,0,0
"23019","LTA","27.7","TLW","GB",0,0,0,0,0,0,0,0,0.01,0,0,0
"23020","LUM","27.7","TLW","GB",0.02,0.07,0.06,0.09,0.21,0.1,0.14,0,0.02,0.02,0.02,0.02
"23021","LUM","27.7","TLW","NL",0,0,0,0.1,0,0,0,0,0,0,0,0
"23022","LYY","27.7","TLW","FR",0,0,0,0,0,0,0,0,1,0,0,0
"23023","LYY","27.7","TLW","GB",0,0.02,0.56,0,0.02,0,0.2,0,0,0.01,0,0
"23024","LZS","27.7","TLW","FR",0.04,6.08,0.52,0.44,0.07,0.28,0.31,0,0,0,0,0
"23025","MAC","27.7","TLW","BE",21.3,43.8,14.1,0.1,0.2,0.9,0.1,1.6,0.52,0.01,0,0.1
"23026","MAC","27.7","TLW","DE",427.01,1396.37,2780.77,7801.28,5154.71,2342.29,5679.83,10078,5351.5,3204.2,1502,2087.2
"23027","MAC","27.7","TLW","DK",3,845.86,2656.89,2999.37,27.7,0,50.19,48,0,7,0,10
"23028","MAC","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.01,67.5
"23029","MAC","27.7","TLW","FO",0,0,0,0,0,0,0,0,0,0,0,35
"23030","MAC","27.7","TLW","FR",5693.13,9335.44,7394.64,5999.93,6748.76,9828.95,8549.81,7259.8,6775.4,5375.4,6143.71,9314
"23031","MAC","27.7","TLW","GB",4857.92,5643.8,24703.01,28658.79,8999.5,20716,12755.7,46613.1,27723.71,20900.02,13577.3,7991.03
"23032","MAC","27.7","TLW","GG",6.144,2.948,4.4,13,17,12,13,13,16,14,12,10
"23033","MAC","27.7","TLW","IE",2891.37,7071.68,30677.89,22286.33,12235.81,13280.08,8762.62,11027.3,23896.1,15754.9,23363.7,10340.3
"23034","MAC","27.7","TLW","IM",18,3.28,4.299,3,8,11,11,0,10,6,7,0
"23035","MAC","27.7","TLW","JE",2,2.6793,2.935,6.109,8.505,7.915,6.524,7.316,7.172,6.994,5.211,7.594
"23036","MAC","27.7","TLW","LT",0,1.64,546.55,179.88,0,0,28,0,110.8,0,7,92
"23037","MAC","27.7","TLW","NL",2054.06,4017.3,10416.4,7428.6,7897,13081,9793,12934,8507,9080,7231,9289
"23038","MAC","27.7","TLW","NO",0.58,0,0,0,0,0,0,0,0,0,0,0
"23039","MAC","27.7","TLW","PL",0,0,0,0,0,0,0,0,0,0,701.1,995.4
"23040","MAK","27.7","TLW","GB",0,0,0,0,0,0,0,0,0.01,0.01,0,0
"23041","MAT","27.7","TLW","ES",0,0,0,0,0,0,0,0,2.21,0,0,0.9
"23042","MAV","27.7","TLW","FO",0,0,0,0,0,0,0,0,30,0,0,0
"23043","MAX","27.7","TLW","FR",39.13,32.62,45.76,10.3,54,26.29,27.5,0,0,0,0,0
"23044","MAX","27.7","TLW","IE",6.96,0,0,0,0.13,0.21,0,1.2,0,0.1,0.01,1.2
"23045","MEG","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,3
"23046","MEG","27.7","TLW","FR",0,0,1834.78,1696.36,2038.77,1567.95,1411.85,1616,1240.8,0,0,0
"23047","MEG","27.7","TLW","GB",0,0,0,0,0,0,0,0,0,0,1650.11,1636.02
"23048","MGA","27.7","TLW","FR",16.43,11.98,7.87,12.55,15.63,8.66,6.71,0,0,0,0,0
"23049","MGC","27.7","TLW","FR",0.03,0.28,0.32,0.89,0.99,0.57,1.66,0,0,0,0,0
"23050","MGC","27.7","TLW","NL",0,0,0,0.4,0,0,0,0,0,0,0,0
"23051","MGR","27.7","TLW","FR",1.18,5.15,2.11,9.33,9.45,6.16,10.92,39,36,1.61,7.81,2.2
"23052","MGR","27.7","TLW","GB",0,0,0,0.14,0.57,0,0,0,0.01,0,0,0
"23053","MGS","27.7","TLW","FR",15.25,20.51,12.32,38.82,34.98,87.25,38.54,174.1,217.5,276.4,346.32,0
"23054","MKG","27.7","TLW","FR",47.33,45.75,23.64,37.12,35.52,30.98,34.4,28.8,44.6,37.81,53.91,0
"23055","MLR","27.7","TLW","FR",71.95,107.04,82.62,120.9,161.46,149.15,211.41,156.3,123.1,0,0,0
"23056","MLS","27.7","TLW","FR",0.03,0,0,0,0,0,0,0,0,0,0,0
"23057","MNZ","27.7","TLW","ES",0,0,0,0,0,2559.72,2221.08,2321.2,2105.9,2043,1351.8,0
"23058","MNZ","27.7","TLW","FR",0,0,14653.07,14190.17,14956.51,13071.83,11371.55,9445.3,9519.5,11809.1,13850.2,12021.4
"23059","MOL","27.7","TLW","BE",0,0,0,0,0,0,0,0,0.01,0.2,0.01,0
"23060","MOL","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,92.7,93,0.3
"23061","MOL","27.7","TLW","GB",0.22,0,0,0,0,0,0,0,0,0.01,0,0
"23062","MOL","27.7","TLW","NO",0,0,0,0,0,6.8,0,16.6,0,0,0,0
"23063","MON","27.7","TLW","ES",0.27,0.29,0,0,0,0,0,0,0,0,0,0.5
"23064","MON","27.7","TLW","GB",0,0,0,0,0,0,0,0,0,0,4893,3955.02
"23065","MON","27.7","TLW","GG",0.56,0.565,0.4,1,2,2,1,1,1,2,2,2
"23066","MON","27.7","TLW","IE",1.72,3673.39,3215.23,3362.59,3.45,9.47,3197.1,3527.2,2842.7,2467.1,2936.8,2939.3
"23067","MON","27.7","TLW","IM",15,1.055,0.161,0,0,0,0,0,0,0,0,0
"23068","MON","27.7","TLW","NL",2.31,1.6,2,0.4,3,2,1,5,9,3,10,10
"23069","MON","27.7","TLW","NO",0,0,0,0,0,0.28,0,0,0,0,0,0
"23070","MON","27.7","TLW","PT",0,0,0,0,0.11,0,0,0,0,0,0,0
"23071","MOP","27.7","TLW","GB",0,0,0,0,0,0.1,0.02,0,0,0.01,0.02,0
"23072","MOR","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,2.5,2.5,17.6
"23073","MOR","27.7","TLW","IE",0,0,0.04,0,0,0,0,0,0,0,0,2.4
"23074","MOX","27.7","TLW","FR",0,0,0,0.41,0.03,5.46,0.15,4.3,0,0,0,0
"23075","MSK","27.7","TLW","ES",0,0,0,0,0,0,0,0,1.12,0.03,1.7,9
"23076","MSK","27.7","TLW","IE",0,0,0,0,0,0,0,0,0.3,0.13,0.61,1.2
"23077","MSX","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,0.8
"23078","MSX","27.7","TLW","IE",0,0,0,0,0,0,0,765,0,0,190,80
"23079","MUF","27.7","TLW","FR",4.04,1.78,0.92,1.35,2.54,7.48,11.01,0,0,0,0,0
"23080","MUF","27.7","TLW","IE",0,0,0,0,1.94,0.32,0,0,0,0,0,0
"23081","MUF","27.7","TLW","NL",0,0,0,0.1,1,0,56,0,0,0,0,0
"23082","MUL","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,260.7
"23083","MUL","27.7","TLW","GB",82.25,98.55,106.08,134.06,145.22,168.2,198.8,197.9,175.81,157.02,138.62,128.02
"23084","MUL","27.7","TLW","GG",9.212,2.762,1.3,4,4,11,13,13,6,3,2,2
"23085","MUL","27.7","TLW","IE",8.6,0.71,17.06,4.48,166.49,29.02,0.86,2.11,1.32,3.61,3.24,7.13
"23086","MUL","27.7","TLW","JE",1,2.41,2.135,2.201,2.431,1.507,2.194,2.535,1.234,1.462,0.561,6.248
"23087","MUL","27.7","TLW","NL",0,0,0,0,0,78,2,0,1,0,82,8
"23088","MUM","27.7","TLW","ES",0.06,0,0,0,0,0,0,0,0,0,0,0
"23089","MUR","27.7","TLW","BE",98.9,140.9,192.3,71.4,49.7,59.6,87.8,60.8,25.1,32.8,49.31,38.6
"23090","MUR","27.7","TLW","ES",0,0.46,0.1,0,0,0.44,0.87,9.2,4.91,4.03,0.1,1.7
"23091","MUR","27.7","TLW","FR",925,727.3,1892.07,868.81,252.05,416.99,1043.94,1274.5,1093.1,3422.9,3802.41,1628.2
"23092","MUR","27.7","TLW","GB",355.8,514.05,748.8,291.46,107.31,251.2,386.24,412.6,357.24,437.04,332.01,211.03
"23093","MUR","27.7","TLW","GG",0,14.93,4.8,5,5,0,0,5,5,9,9,8
"23094","MUR","27.7","TLW","IE",10.12,4.09,3.16,1.02,2.85,4.4,4.63,4.91,9.51,17.2,16.81,14.61
"23095","MUR","27.7","TLW","JE",0,0.13362,0.113,0.218,0.31,0.646,0.43,0.175,0.263,0.362,0.896,1.047
"23096","MUR","27.7","TLW","NL",528.96,886.3,1529.7,488.8,150,334,439,460,341,641,813,235
"23097","MUS","27.7","TLW","FR",39.63,383.72,1715.62,1559.48,985.31,532.74,1071.53,663.8,2295.2,0,0,5831.2
"23098","MUS","27.7","TLW","GB",686.87,1617.14,919.98,355.01,1436.44,7903.6,5582.4,4543.3,2978.2,7331,3540.1,9171
"23099","MUS","27.7","TLW","IE",770,0,235,848,3588.76,5426.94,0,0,0,371,367,733
"23100","MUT","27.7","TLW","ES",0,0,0.14,0,0.02,0,0,0,0,0,0,0
"23101","MUT","27.7","TLW","FR",0.26,0.33,0,0,0,0,0,0,0,0,0,0
"23102","MUT","27.7","TLW","IE",2.53,0.42,0,0,0.34,0.16,0,0,0,0,0,0
"23103","MUX","27.7","TLW","ES",0.2,0.36,0,0,0.01,6.38,6.67,18.1,15.02,9,4.61,2.6
"23104","MUX","27.7","TLW","FR",0.05,0,0,0,0,0,0,0,0,0,0,0
"23105","MUX","27.7","TLW","IE",0.02,0.07,0,0,0,0,0,1.11,0,0.1,0.5,0.41
"23106","MYL","27.7","TLW","FR",14.5,7.03,13.65,1.73,1.05,0.16,23.95,0,24.6,0,0.02,0
"23107","MYV","27.7","TLW","FR",0,13.69,773.58,1913.94,2095.76,3685.88,2262.44,0,0,2818.5,2865.5,0
"23108","MZZ","27.7","TLW","BE",0.2,0,0,0,0,0,0,0,0,0,0,0
"23109","MZZ","27.7","TLW","DK",0,0,0,0.46,7.5,2.07,2.8,117.4,0,0.01,27,0
"23110","MZZ","27.7","TLW","ES",0.01,0,0,0,0,0,0.15,0,0,0,0,0
"23111","MZZ","27.7","TLW","FR",944.06,240.25,638.4,270.84,253.22,1235.02,1234.7,2267.6,2058.6,596.5,734.6,717.6
"23112","MZZ","27.7","TLW","IE",0,0,0,0,0,0,0,0,0,155.31,157.8,123.31
"23113","MZZ","27.7","TLW","NL",0,0,0,0.3,0,0,0,3,1,0,3,2
"23114","MZZ","27.7","TLW","NO",0,0,0,0,0,0.39,0,0,0,0,0,0
"23115","NEC","27.7","TLW","GB",0.01,0,0,0,0,0,0,0,0.02,0,0,0
"23116","NEP","27.7","TLW","BE",1.2,3.6,5.7,8.4,13.5,6.5,7.8,15.4,14.92,10.9,6.9,8
"23117","NEP","27.7","TLW","ES",73.62,58.59,21.33,145.23,208.64,498,302.6,345.6,551.6,385,345.4,883.5
"23118","NEP","27.7","TLW","FR",416.6,510.48,373.99,452.59,673.82,523.46,704.84,1136.7,2321.4,1816.3,2375.3,2866.5
"23119","NEP","27.7","TLW","GB",6714.98,7379.99,7169.7,6514.97,6986.48,7283.5,7410.13,7498,8188.01,8667.02,7083.02,6566.03
"23120","NEP","27.7","TLW","IE",7943.44,9251.26,8301.46,9026.16,8429.23,10350.21,7838.51,7713.5,7102.1,9169.3,9139.6,6203.7
"23121","NEP","27.7","TLW","IM",51,34.297,10.338,5,3,7,2,2,1,52,0,4
"23122","NEX","27.7","TLW","FR",0.14,0.08,0.18,0.31,0.23,0.36,0.13,0,0,0,0,0
"23123","NOP","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,0.1
"23124","NOP","27.7","TLW","GB",0,0.06,0,0,0,0,0,0,0,0.02,2.4,3.01
"23125","NOP","27.7","TLW","NL",1.47,0.5,0,0,0,0,0,0,0,0,0,0
"23126","NOP","27.7","TLW","NO",0,0,0,0,0,1.5,0,5.4,0,0,0,0
"23127","NUQ","27.7","TLW","ES",0,0,0,0,0,0,0.06,0,0,0,0,0
"23128","OAL","27.7","TLW","FR",0.05,0.08,0.06,0.04,0.13,0.74,0.39,0,0,0.8,1.11,0
"23129","OCC","27.7","TLW","BE",0.3,0,0,0,0,0,0,0,0,0,0,0
"23130","OCC","27.7","TLW","ES",0,0.03,0,0.02,25.18,0,0,0,0,0,0,0
"23131","OCC","27.7","TLW","FR",10.58,34.01,18.48,10.61,26.34,11.52,1.16,2.6,1.9,0.01,0.03,0
"23132","OCC","27.7","TLW","GB",18.41,0,0,0,0,0,0,0,0,0,0,0
"23133","OCC","27.7","TLW","IE",0,0,0.11,0.02,0.16,1.86,0,0,0.1,3.01,1.02,2.61
"23134","OCC","27.7","TLW","NL",0,0.1,0.1,0,0,1,1,0,0,0,0,0
"23135","OCC","27.7","TLW","PT",0,0,0,0.04,0,0,0,0,0,0,0,0
"23136","OCM","27.7","TLW","ES",117.01,95.62,111.65,131.13,553.67,0,0,0,0,0,0,0
"23137","OCM","27.7","TLW","GB",12.99,10.17,12.65,4.55,22.66,29.5,0,0,0,0,0,0
"23138","OCM","27.7","TLW","IE",6.2,2.69,4.24,7.3,37.72,29.57,22.49,17,0.01,1.11,1.4,5
"23139","OCT","27.7","TLW","ES",0,0,0,0,0,504.38,894.29,1058.2,976.1,827,116.2,131.7
"23140","OCT","27.7","TLW","FR",58.96,37.95,39.42,37.52,62.21,28.08,23.63,25.7,23.1,24.61,45,28.1
"23141","OCT","27.7","TLW","GB",324.42,269.28,257.42,214.27,469.07,426.2,365.23,334.1,229.52,229.03,229.7,146.02
"23142","OCT","27.7","TLW","IE",4.79,1.12,2.68,2.72,1.88,3.05,0.6,1.2,2.4,2.51,1.71,3.71
"23143","OCT","27.7","TLW","IM",3,0.003,0,0,0,0,0,0,0,0,0,0
"23144","OCT","27.7","TLW","JE",0,0.022,0,0,0,0,0,0.007,0.004,0,0,0
"23145","OCZ","27.7","TLW","BE",75.3,31.5,47,19.5,88.5,112.1,77,55,33,20.2,30.5,26.6
"23146","ODL","27.7","TLW","FR",32.46,42.82,19.1,31.51,40.07,38.94,50.42,11.2,1.2,0,0,0
"23147","OIL","27.7","TLW","PT",0,0,0.02,0.04,0,0,0,0,0.01,0,0,0
"23148","OLV","27.7","TLW","FR",0,0,0,0,0,0,0,3.4,0,0,0,0
"23149","OMZ","27.7","TLW","ES",0,0,0,0,0,0,785.62,222.2,948.91,0,0,0
"23150","OMZ","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,26.11,68.2,96.1
"23151","OMZ","27.7","TLW","IE",0,0,4.5,0,0,0,0,0,0,0.1,0,0
"23152","ORY","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,1.5
"23153","ORY","27.7","TLW","FR",0,0,0,0.16,1.83,2.88,3.74,7,35,157.2,159.81,450.9
"23154","ORY","27.7","TLW","IE",0,0,0,0,0,0,0,0,0,0,199.9,37.1
"23155","OSG","27.7","TLW","FR",0,0,0,0,0.02,0.25,3.83,0,0,0.4,0.42,0.8
"23156","OST","27.7","TLW","FR",0,0,0,0.03,4.07,15.48,0.85,0,0,0,0,0
"23157","OUL","27.7","TLW","FR",0,0,0.54,1.18,0.03,0,0,0,0,0,0,0
"23158","OUL","27.7","TLW","IE",0,0,0,0,0,0.01,0,0,0,0,0,0
"23159","OXN","27.7","TLW","GB",0,0,0,0,0,1.4,0,0,0,0,0.3,0
"23160","OXN","27.7","TLW","IE",0,0,0,0,0,0,0,0,0,0,0.6,0
"23161","OYC","27.7","TLW","FR",0.57,0.44,1.97,0,0.09,1.13,1.12,8.1,3.5,12.1,5.2,12.5
"23162","OYC","27.7","TLW","GB",0,0,0,1.07,0,0,1.6,0,0,0,0,0
"23163","OYC","27.7","TLW","IE",0,0,0,0.26,0,0,0,1319.8,922,1175,191.9,0
"23164","OYF","27.7","TLW","FR",42.01,55.04,81.31,47.47,90.23,77.95,85.53,47.4,46.1,34.9,70.6,73.8
"23165","OYF","27.7","TLW","GB",19.85,54.08,33.7,23.8,45.68,114.8,163.6,137,173.21,305,645.4,657
"23166","OYF","27.7","TLW","IE",350.04,176.06,150,335.14,210,0,0,33,25,25,144.2,134.5
"23167","OYG","27.7","TLW","GB",0.27,0.41,0.07,0.72,14.11,14.6,0,0.6,0,0,6.2,7
"23168","OYX","27.7","TLW","IE",0,0,0,0,0,0,3336.18,3836,2043.3,0,0,0
"23169","PAC","27.7","TLW","FR",14.43,37.9,37.23,76.48,8.09,2.47,3.84,0.5,2.6,0.5,1.41,2.9
"23170","PAL","27.7","TLW","IE",38.67,15.2,47.11,85.95,157.3,144.26,94.96,104,113.8,136.3,277.1,307
"23171","PAN","27.7","TLW","GB",0.02,0,0,0,0,0.1,0.2,3.2,7.8,0,0,0.01
"23172","PAN","27.7","TLW","IE",0.91,0.41,0,0,1.7,0.06,0,0,0,0,0,0
"23173","PAX","27.7","TLW","ES",0,0,0,0,0,0,0,0,0.01,0,0,0
"23174","PAX","27.7","TLW","FR",0,0,0,0,0,0.08,0,0,0,0,0,0
"23175","PCB","27.7","TLW","FR",0.41,0.07,0.24,0.27,0.8,0.29,0.28,0.6,0,0.1,0.1,0.4
"23176","PEE","27.7","TLW","FR",0.05,0,0.03,0.26,0.7,0.08,0.15,0,0,0.01,0.01,0
"23177","PEE","27.7","TLW","IE",0,0,16.7,1116.3,149.15,82.42,8.65,1138.4,1027.1,931,29.1,685.6
"23178","PEL","27.7","TLW","ES",0.01,0,0.34,0.02,1.44,0,5.35,3.7,0.04,2.04,0,0
"23179","PEL","27.7","TLW","GB",0,0,0,0,0,0,0,4.7,0,80,12,0
"23180","PEN","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.5,0
"23181","PEN","27.7","TLW","GB",0,0,0,0,0,0,0,0,0,0.01,0,0
"23182","PEN","27.7","TLW","IE",1.2,1.9,0,0,11.86,0.64,0,0,0,0,0,0
"23183","PEN","27.7","TLW","NL",0,0,0,0,0,1,0,0,0,0,0,0
"23184","PER","27.7","TLW","GB",24.24,35.12,39.81,46.91,34.43,303.2,49.73,32.1,10.52,6.01,12,132.02
"23185","PER","27.7","TLW","IE",0,0,0,19.17,69.27,0.14,55.06,110.4,0,45.8,13.01,366.7
"23186","PIL","27.7","TLW","BE",0.4,0.8,0.3,0.1,0,0,0,0,0,0,0,0
"23187","PIL","27.7","TLW","DE",1116.55,1940.56,1550.92,17.81,213.6,587.2,4.89,62,0,42.8,0,245.6
"23188","PIL","27.7","TLW","DK",2460,2003.74,1011.3,953.22,39.94,39.56,2.95,12.6,0,54,4,0
"23189","PIL","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,1.9
"23190","PIL","27.7","TLW","FR",7327.18,9999.44,4381.12,6772.56,10112.03,6237.4,7481.22,8724.5,14781.5,10492.2,11216.8,17723.3
"23191","PIL","27.7","TLW","GB",7595.75,9389.04,4300.96,3889.28,3722.27,4422.8,3613.6,2521,2540.2,3470,2653.8,1925
"23192","PIL","27.7","TLW","IE",164.26,231.85,277.35,0,236.49,8.27,1008.4,25,32.6,236.5,14,1208.3
"23193","PIL","27.7","TLW","LT",0,0.9,0.9,0,0,0,0,0,0,0,0,18
"23194","PIL","27.7","TLW","NL",1348.54,4527.6,1626.3,202.2,1804,1642,645,4902,3402,2060,1188,2289
"23195","PIQ","27.7","TLW","FR",2.22,3.58,6.12,5.55,9.2,10.14,0.96,2.1,0,3.7,3.7,2.9
"23196","PLA","27.7","TLW","ES",0,0,0,0,0,0,0,0,0,1.01,0,0
"23197","PLA","27.7","TLW","FR",0.01,0.07,0.12,0,0.02,0.03,1.41,0,0,0,0,0.1
"23198","PLA","27.7","TLW","GB",0.09,0.2,0,0,0,0,2.32,0,0.32,0,0.02,0.01
"23199","PLA","27.7","TLW","IE",0,0,0,0,1.69,0.1,0,0,0,0,0,0
"23200","PLE","27.7","TLW","BE",2603.2,2723.6,2017.8,1714.7,1720.1,1618.7,1753.3,1499.5,1468.7,1822.2,1833.7,1612.6
"23201","PLE","27.7","TLW","ES",0,0,0,0.09,0,0,0,0,0,2.01,12.71,2.6
"23202","PLE","27.7","TLW","FR",1802.65,1926.02,2104,2764.32,2541.11,2383.27,2432.57,2613.9,2282.7,1981.61,2367.6,2316.4
"23203","PLE","27.7","TLW","GB",2535.41,2320.43,1423.11,1701.91,1847.86,1785.2,1633.1,1592.9,1610.93,1519.02,1633.3,2031.03
"23204","PLE","27.7","TLW","GG",0.533,1.233,1.2,3,3,4,5,4,4,4,2,2
"23205","PLE","27.7","TLW","IE",563.2,641.97,344.9,272.26,250.4,303.83,274.04,245.01,251.01,259.6,347.31,312.9
"23206","PLE","27.7","TLW","IM",1,0,0,0,0,0,0,0,1,1,0,0
"23207","PLE","27.7","TLW","JE",1,1.157,1.47,1.632,2.625,2.347,4.824,2.721,2.004,2.641,0.89,1.008
"23208","PLE","27.7","TLW","NL",86.63,60.2,55.2,75.8,88,65,63,64,18,12,10,16
"23209","PLZ","27.7","TLW","FR",4.34,6.56,0.32,1.18,0.31,1.01,1.26,0,0,0,0,0
"23210","PNQ","27.7","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,0.1
"23211","PNV","27.7","TLW","FR",0,0,0,0,0,0,0,0,0.8,0,0,0
"23212","POA","27.7","TLW","ES",0.45,0.04,0.11,0.33,229.34,811.52,5098.93,3366.3,2941.6,805,995.1,199.5
